name,slug,website,one_liner,long_description,batch,status,team_size,industry,subindustry,regions,all_locations,tags,founders,founder_names,founder_linkedins,yc_url
Bikry,bikry,https://bikry.com/,Bikry: Helping SMB's in India go online ,Bikry App is a no-code platform that helps stores and services go online in India. We build them an online catalogue integrated with digital payments and pan-India delivery logistics within 5 minutes. Stores share their website and Android app link via Whats App and other social media channels to generate orders. ,Winter 2020,Active,25,B2B,B2B -> Retail,"['India', 'South Asia']","Noida, UP, India","['B2B', 'E-commerce', 'Retail']",,,,https://www.ycombinator.com/companies/bikry
Hiration,hiration,https://www.hiration.com/,We help job seekers quickly create resumes that get 2X more interviews,"Our SaaS product solves the different problems that job seekers face in the process of finding a new job - creating an efficient resume, writing a cover letter/email, updating their LinkedIn profile, applying to suitable jobs, interview preparation...
It's the 1st time in history that we've been able to create resumes using technology that surpass human made resumes.
This is a novel way to add active job seekers to our database of resumes as none of the incumbents are focussing on candidates' problems.
100k+ new active job seekers are added to our database every month, growing rapidly.
As the next step, we are launching a recruitment marketplace to close the loop.",Winter 2020,Active,22,Consumer,Consumer -> Job and Career Services,"['India', 'South Asia', 'Remote', 'Partly Remote']","New Delhi, DL, India","['Marketplace', 'SaaS', 'Recruiting']",,,,https://www.ycombinator.com/companies/hiration
Zeo Route Planner,zeo-route-planner,https://zeorouteplanner.com,Route Optimisation platform for SMB in delivery & home services.,"Experience cutting-edge route optimization with Zeo, a versatile platform designed for both mobile and web. Our innovative app, trusted by over 1 million drivers across 146 countries, revolutionizes last-mile delivery by minimizing delivery times and reducing costs.

Zeo Fleet, an essential tool for fleet managers and businesses, offers a seamless, no code solution to manage and assign stops to drivers, streamlining setup in under 15 minutes. Join 5,000+ businesses that rely on Zeo for daily route planning.

Zeo caters to a diverse range of industries including last-mile delivery, waste management, healthcare, home services (like lawn mowing, pool maintenance, handyman services, HVAC), real estate, building inspection, and national park service.

Key features of Zeo include advanced stop assignment, efficient route optimization, real-time driver tracking, comprehensive proof of delivery tracking, effective load assignment, and precise geo-fencing for drivers.

Choose Zeo for a smarter, more efficient routing solution.",Winter 2020,Active,15,B2B,B2B -> Supply Chain and Logistics,"['United States of America', 'India', 'America / Canada', 'South Asia', 'Remote', 'Partly Remote']","San Francisco, CA, USA; MH, India","['SaaS', 'B2B', 'Logistics', 'Supply Chain', 'Transportation']",,,,https://www.ycombinator.com/companies/zeo-route-planner
Morphle Labs,morphle-labs,https://morphlelabs.com,Robotic Automation for cancer diagnostics - Robotic Microscopes &…,,Winter 2020,Active,65,Healthcare,Healthcare -> Medical Devices,"['India', 'South Asia']","Bengaluru, KA, India","['Hardware', 'Robotics', 'Health Tech', 'Medical Devices', 'Automation']",,,,https://www.ycombinator.com/companies/morphle-labs
TagMango,tagmango,https://www.tagmango.com,Monetisation tool for the Indian creator economy,"TagMango is building a SAAS tool to enable edutainment creators create monetisation channels by creating paid and scalable communities. Anyone who has a skill-set, talent and an engaged audience can build their community on TagMango and provide exclusive services, learnings and content.
",Winter 2020,Active,30,Consumer,Consumer -> Social,"['India', 'South Asia', 'Remote', 'Partly Remote']","Kolkata, WB, India","['India', 'Creator Economy']",,,,https://www.ycombinator.com/companies/tagmango
farmtheory,farmtheory,http://farmtheory.in/,India's first vegetable delivery service to restaurants with a hack,"Farmtheory is a B2B agri-tech startup. We are bridging the gap between buyers and sellers of ugly produce by creating a farm-to-fork value chain. Ugly produce is freshly harvested fruitage that is cosmetically unappealing, hence left unsold at farms. ",Winter 2020,Active,65,B2B,B2B -> Supply Chain and Logistics,"['India', 'South Asia']","Bengaluru, KA, India","['Marketplace', 'B2B']",,,,https://www.ycombinator.com/companies/farmtheory
UrbanKisaan,urbankisaan,https://www.urbankisaan.com,Foundation models and autonomous chambers for plant biology,"UrbanKisaan is an AI-for-plant-biology company. We build foundation models and the physical infrastructure that trains them.

Shipping a single new seed variety takes about ten+ years. Two on germplasm, three on crosses and selection, three or four on field trials, one on regulatory. Inside that decade, prediction and experiment never properly meet. DNA is abundant, phenotype data is scarce and unpaired, and the cycle never trains itself.

We closed that loop.

Three foundation models cover the upstream science. 

Aadi is a 48-layer transformer trained from scratch on the public and proprietary corpus of plant genomes; it reads plant DNA and ranks variants before any wet-lab spend. 

Jeeva is the genotype-to-phenotype model that turns a seed and a target environment into yield, flowering, maturity, and height with confidence intervals plus per-locus attribution. 

Akash is the geospatial backbone - it maps every pixel of every field to crop class and growing condition.

Two pieces of physical infrastructure close the downstream half. 

GeneRush is a controlled-environment chamber engineered for speed: extended photoperiod, optimized temperature, integrated phenomics. Wheat reaches anthesis in 38 days. Breeding programs run 4–6 generations a year instead of 1–2. 

GrowRush takes that same chamber to commercial production scale, where every harvest is also a labelled phenotype training pair flowing back to Jeeva. The unit is paid for by what it grows; the science works because the unit is identical to the chamber the AI was trained on.

Every cycle produces proprietary genotype-to-phenotype data the next generation of models needs. The ten-year breeding cycle compresses toward three. We are already commercial",Winter 2020,Active,53,Industrials,Industrials -> Agriculture,"['India', 'South Asia']","Hyderabad, Telangana, India","['Biotech', 'Agriculture', 'AI', 'Sustainable Agriculture', 'Biotechnology']",,,,https://www.ycombinator.com/companies/urbankisaan
StayQrious,stayqrious,https://StayQrious.com,"StayQrious helps kids in India learn through online group classes,…","Imagine doing personalised workouts with a fitness coach, but for school subjects. Students log into their session that has been scheduled with their coach, they can see their learning workout for the day. Their workout typically consists of watching an interactive video, writing explanations, giving feedback to other students, making an explainer video etc. They get constant feedback and encouragement from the coach and progress only after they have understood the pre-requisites.",Winter 2020,Active,29,Education,Education,"['India', 'South Asia', 'Remote', 'Fully Remote']","Bengaluru, KA, India; Remote","['eLearning', 'India', 'Kids']",,,,https://www.ycombinator.com/companies/stayqrious
Kosh,kosh,https://getkosh.com,Creating Microfinance 2.0.,"Kosh is a digital lending platform in India, empowering blue-collar workers with a unique joint liability model (much like microfinance but for a different segment). The social component of their underwriting helps control credit risk significantly and lower CAC/Opex in one go, making this 150mn-strong segment credit-worthy.",Winter 2020,Active,56,Fintech,Fintech -> Credit and Lending,"['India', 'South Asia', 'Remote', 'Partly Remote']","Gurugram, HR, India; HR, India","['Fintech', 'Social', 'India', 'Consumer Finance', 'Diversity & Inclusion']",,,,https://www.ycombinator.com/companies/kosh
FamPay,fampay,https://fampay.in,India’s first neobank for teenagers,"With FamPay, minors can do UPI, P2P and card payments without the need to set up a bank account. FamPay allows parents to send money to their kids below the age of 18, which they can spend securely any time, anywhere, under parent’s supervision. FamPay aims at making payments smooth and fun for children.",Summer 2019,Active,24,Fintech,Fintech -> Payments,"['India', 'South Asia', 'Remote', 'Partly Remote']","Bengaluru, KA, India","['Fintech', 'Payments']",,,,https://www.ycombinator.com/companies/fampay
Loop Health,loop-health,http://www.loophealth.com,Modern & comprehensive health insurance plan for employees in India,"Loop Health is a new type of healthcare provider in India combining high-quality primary care and insurance for employers. Employees get unlimited primary care visits at our asset-light clinics, alongside traditional hospitalization insurance.

During YC, we grew from 0 to $85,000 ARR with 200% MoM growth. We serve 22 companies and 5500 members across Pune. 

Employers pay us $15/member/year and we make an additional $25 on prescriptions, lab tests, and hospitalization referrals. Our total gross margins are 70%.

200MM Indians are covered with employer-funded health insurance, representing a $8 billion dollar market opportunity, growing at 27% CAGR.

Indian employers are dissatisfied with their health benefits today because insurance in India only covers hospital stays, not doctor visits – and only 8% of their employees will ever use the benefit in the year. With Loop, employers can offer a more engaging health benefit that includes doctor visits and telemedicine, alongside traditional hospital coverage, for about the same price. Because their employees have better access to doctors, we can also offer lower insurance premiums.",Winter 2020,Active,27,Healthcare,Healthcare -> Healthcare Services,"['India', 'South Asia', 'Remote', 'Partly Remote']","MH, India","['Healthcare', 'Insurance', 'Primary Care']",,,,https://www.ycombinator.com/companies/loop-health
Digi-Prex,digi-prex,http://www.digi-prex.com/,Subscription pharmacy for patients with chronic diseases,,Summer 2019,Active,32,Healthcare,Healthcare -> Consumer Health and Wellness,"['India', 'South Asia']","Hyderabad, Telangana, India",[],,,,https://www.ycombinator.com/companies/digi-prex
Vahan,vahan,https://vahan.ai,AI recruiter for India's massive blue-collar workforce,,Summer 2019,Active,85,B2B,B2B -> Recruiting and Talent,"['India', 'South Asia']","Bengaluru, KA, India",['AI'],,,,https://www.ycombinator.com/companies/vahan
DocVita,docvita,https://docvita.com,Telehealth provider for India.,"We make it easy for anyone in India to access healthcare over Zoom, Meet, or WhatsApp. We provide care in 11 local languages.

For every appointment, we provide a concierge who manages all logistics for the patient & handles the back-office work for doctors. With this, we have cracked the code to make telehealth work in India.",Winter 2020,Active,14,Healthcare,Healthcare -> Consumer Health and Wellness,"['India', 'South Asia', 'Remote', 'Partly Remote']","Bengaluru, KA, India","['Marketplace', 'Consumer Health Services', 'Telemedicine', 'Mental Health']",,,,https://www.ycombinator.com/companies/docvita
Lokal,lokal,https://www.getlokalapp.com,"Local news, information and classifieds for India's small town users",,Summer 2019,Active,24,Consumer,Consumer -> Content,"['India', 'South Asia', 'Remote', 'Partly Remote']","Bengaluru, KA, India",['Social Media'],,,,https://www.ycombinator.com/companies/lokal
Binks,binks,https://getbinks.com/,"A zero inventory, zero returns factory-to-consumer apparel company","Getting clothes tailor-made is very common in India, especially for women. Saree blouses have to be tailor-made always due to their fitted nature & the non-stretchiness of typical Indian fabrics. 

The tailoring market however, hasn't evolved at all. It is highly fragmented with a low NPS. The end user experience demands a significant amount of the customer's time, involving visits to a physical shop & avoidable back & forth. This is increasingly unviable for busy urban Indian women. We make it super easy by letting women place an order online, get fitted at the comfort of their homes, help them with styling their fabric & deliver the made-to-measure clothes directly to their doorstep.",Summer 2019,Active,70,Consumer,Consumer -> Apparel and Cosmetics,"['India', 'South Asia', 'Remote', 'Partly Remote']","Bengaluru, KA, India","['Sustainable Fashion', 'Consumer', 'E-commerce', 'Supply Chain']",,,,https://www.ycombinator.com/companies/binks
Inito,inito,https://www.inito.com/,Enabling better self care with at-home hormone tracking.,,Winter 2019,Active,100,Healthcare,Healthcare -> Consumer Health and Wellness,"['India', 'South Asia', 'Remote', 'Partly Remote']","Bengaluru, KA, India","['Fertility Tech', 'Health Tech', 'Digital Health', ""Women's Health""]",,,,https://www.ycombinator.com/companies/inito
Dockup,dockup,https://getdockup.com/,On demand ephemeral environments to run manual and automated tests.,"Dockup gives on-demand environments for engineering teams so they can merge pull requests with confidence. It works like CircleCI, but allows you to manually test and see each code changes in action with your entire tech stack without having to mock any of your services.",Winter 2019,Active,4,B2B,"B2B -> Engineering, Product and Design","['India', 'United States of America', 'South Asia', 'America / Canada']","Bengaluru, India; Mountain View, CA, USA",['DevOps'],,,,https://www.ycombinator.com/companies/dockup
Pulse Active Stations Network,pulse-active-stations-network,http://www.getpulse.in/,We are a connected network of smart health machines in India.,"We are Pulse Active Stations Network and are setting up a network of connected IOT-enabled “Make in India” Smart Health Machines known as the Pulse Active Stations Network.

We have conducted over 600,000 Health Check-ups and through our Pulse Active Station Smart Health Machines, we conduct mass screening for NCD risk factors such as Obesity, Hypertension and other factors to empower people to take informed decisions for theirs and their family's health.",Winter 2019,Active,10,Healthcare,Healthcare -> Consumer Health and Wellness,"['India', 'South Asia', 'Remote', 'Partly Remote']",India,"['Health Tech', 'India']",,,,https://www.ycombinator.com/companies/pulse-active-stations-network
Cityfurnish,cityfurnish,https://cityfurnish.com/,Cityfurnish - Commitment-free furniture rentals for a better you!,"Cityfurnish is a rental subscription service for furniture and appliances in India. Today, there are 350M people renting unfurnished or semi-furnished apartments in India; Cityfurnish provides an easy, affordable and hassle-free solution. The founding team shares 25+ years of furniture retailing experience and has grown the business to 8,000+ subscribers.",Winter 2019,Active,90,Consumer,Consumer -> Home and Personal,"['India', 'South Asia', 'Remote', 'Partly Remote']","New Delhi, DL, India","['Fintech', 'Housing']",,,,https://www.ycombinator.com/companies/cityfurnish
Exly,exly,https://exlyapp.com/,"One stop shop for creators to launch, manage & grow their knowledge…","Exly is an all-in-one business platform built for knowledge businesses, coaches, trainers and creators to launch, manage and market their products (courses, webinars, ecommunities, 1:1 consultations and workshops).",Winter 2019,Active,95,Consumer,Consumer,"['India', 'South Asia', 'Remote', 'Partly Remote']","New Delhi, DL, India","['SaaS', 'Productivity', 'Marketing', 'CRM', 'Creator Economy']",,,,https://www.ycombinator.com/companies/exly
Edyst,edyst,https://edyst.com,Edyst is a peer-to-peer online learning platform where students learn…,"Edyst is a Y Combinator-funded company (W19) working in the online learning & employability space. We’re looking to collaborate with people who want to significantly change the current learning and employability system in India.

In a span of 2 years, we have hit some pretty impressive figures that some of the most established names haven’t:

- Our course completion rates are more than 80% (8x the industry average)
- Students spend an average of 95 minutes daily on the platform (5x the industry average)
- 50% placement ratio (2x the industry average)

We need more mavericks for this journey: people who love challenges & puzzles; people who love to learn & grow; people who want to significantly change the current learning and employability system.",Winter 2019,Active,11,Education,Education,"['India', 'South Asia']","Hyderabad, Telangana, India","['Education', 'Recruiting']",,,,https://www.ycombinator.com/companies/edyst
AccioJob,acciojob,http://www.acciojob.com,Upskilling bootcamp for India,"AccioJob is an ed-tech startup run by IIT Delhi Alumni that provides a comprehensive state-of-the-art learning platform for Full Stack Web Development and Data Analytics.

Our industry-relevant curriculum is taught by top tech instructors and mentors, and our students have gone on to work at leading tech companies like Amazon, Salesforce, and Walmart, among others. With job placement opportunities at 300+ top tech partner companies, we have placed 1000+ students in 2022 itself at an average salary of 8.3 LPA",Winter 2019,Active,250,Education,Education,"['India', 'South Asia']","Gurugram, HR, India","['Education', 'Recruiting']",,,,https://www.ycombinator.com/companies/acciojob
Mudrex,mudrex,https://mudrex.com,India's largest crypto investing paltform,Mudrex offers the the widest chose of crypto products at the lowest process all packed in a simple App that users love. No wonder we are one of India's larges crypto investing platforms!,Winter 2019,Active,11,Fintech,Fintech -> Asset Management,"['India', 'South Asia', 'Remote', 'Fully Remote']","Bengaluru, India; Remote","['Fintech', 'Crypto / Web3']",,,,https://www.ycombinator.com/companies/mudrex
Skill-lync,skill-lync,http://skill-lync.com,Online engineering college for India. Learn technical skills & get…,"Skill-Lync provides job leading engineering education online. We started with a special focus in Mechanical, Electrical, Electronics, Civil & Computer Science engineering and have become one of the world's leading & highest rated platforms in teaching high-end technical skills that help students get a job. ",Winter 2019,Active,3000,Education,Education,"['India', 'South Asia']","Chennai, TN, India","['Education', 'Income Share Agreements', 'eLearning']",,,,https://www.ycombinator.com/companies/skill-lync
Swadesh,swadesh,http://www.swadesh.co,"We setup Immigrants with a free US Bank Account, Credit Card, SIM…","We offer a free US FDIC Insured Checking account, Free Credit Card (no interest rate, collateral, fees), Free AT&T SIM Card shipped to home with 40%+ cheaper plans than retail, and save thousands of dollars in remittances to our customers - all by opening a free Swadesh Account. 

We enable new to America expats become ""American"" in the eyes of the US Financial system. 
We're starting by serving the 150,000+ Indian expats migrating to the US each year. 

We have a comprehensive solution that covers banking, credit building, communication, remittance, as well as value-add services such as insurance, housing etc. along with all the standard bells and whistles of neobanks. ",Summer 2019,Active,10,Fintech,Fintech -> Consumer Finance,"['United States of America', 'India', 'America / Canada', 'South Asia', 'Remote', 'Partly Remote']","New York, NY, USA; New Delhi, DL, India","['Fintech', 'Remittances', 'Immigration']",,,,https://www.ycombinator.com/companies/swadesh
Sanitation and Health Rights in India (SHRI),sanitation-and-health-rights-in-india-shri,http://www.sanrights.org,,"Sanitation and Health Rights in India (SHRI) fights alongside communities to end open defecation as a key step in an ongoing struggle for health equity and social and economic justice.

The company has built a toilet that converts poop into methane gas that powers a water filtration system that creates clean drinking water. SHRI then sells the water in the local community to make the whole system sustainable. Source: TechCrunch",Winter 2016,Active,1,Unspecified,Unspecified,"['United States of America', 'India', 'America / Canada', 'South Asia']","Boston, MA, USA; BR, India",[],,,,https://www.ycombinator.com/companies/sanitation-and-health-rights-in-india-shri
GoLorry,golorry,http://www.golorry.com,Mobile marketplace for inter-city trucking in India,GoLorry offers transport and logistics services to its clients. It was founded in 2015 and conducts operations in California and Hyderabad.,Winter 2016,Active,30,B2B,B2B -> Supply Chain and Logistics,"['India', 'South Asia', 'Remote', 'Partly Remote']","Hyderabad, Telangana, India","['Marketplace', 'Logistics', 'India']",,,,https://www.ycombinator.com/companies/golorry
CheqUPI,chequpi,https://www.cheq.money,India's first UPI wallet for foreign nationals and NRIs,"Cheq is a modern UPI payments app for NRIs and international citizens visiting India. 
Using Cheq, you can pay digitally at over 55mn+ merchants across India. 
We help tourists avoid ATMs and minimize their foreign exchange costs while in India.


",Summer 2023,Acquired,15,Fintech,Fintech,"['India', 'United States of America', 'South Asia', 'America / Canada', 'Remote', 'Partly Remote']","Bengaluru, KA, India; San Francisco, CA, USA","['Fintech', 'Payments', 'India', 'Consumer Finance']",,,,https://www.ycombinator.com/companies/chequpi
Blitzllama,blitzllama,https://www.blitzllama.com/,A platform to collect and analyze in-product user feedback,"Blitzllama makes it easy for product development teams to rapidly collect user feedback at scale. With only a simple SDK integration, teams can ask questions to their users within product journeys and get highly contextual answers in minutes. This empowers product teams to ship products that address users' real problems that increase user retention, engagement and reduce churn.",Winter 2022,Acquired,7,B2B,B2B,"['India', 'South Asia', 'Remote', 'Fully Remote']","Bengaluru, KA, India; Remote",['SaaS'],,,,https://www.ycombinator.com/companies/blitzllama
BharatX,bharatx,https://bharatx.tech/,Enable Buy-Now-Pay-Later in a White-Labelled Manner,"BharatX was recently acquired by Flipkart, the largest startup in India, to enable Buy Now Pay Later in their own ecosystem as well as bolster their own FinTech play via Super.money. It powers Checkout Financing in their ecosystem currently on Millions of Users.

BharatX enabled ""Pay in 3"" and ""Pay in X"" parts as a feature on over 1000+ brands, 300+ directly and the rest via Payment Gateway partners. Our product enabled Buy Now Pay Later, in a white-labelled way. For e.g. Flipkart PayLater on Flipkart. We grew 47X to $2.5M ARR in under 6 quarters straight after fumbling for 2 years around PMF and Credit Risk & Fraud. 

We started out as a platform to provide access to Credit in Developing countries without relying on traditional documentation processes by Banks, which did not give access to hundreds of millions.Over the course of BharatX, we have credit to hundreds of thousands of consumers, including many New to Credit (NTC) users. ",Winter 2022,Acquired,14,Fintech,Fintech -> Credit and Lending,"['India', 'South Asia']","Bengaluru, KA, India","['Fintech', 'Consumer']",,,,https://www.ycombinator.com/companies/bharatx
Dyte,dyte,https://dyte.io,"Real-time audio & video SDKs, ready to launch 🚀",Integrate live video calls with Dyte Video SDK with less than 10 lines of code.,Winter 2021,Acquired,45,B2B,B2B -> Infrastructure,"['India', 'South Asia', 'Remote', 'Fully Remote']","Bengaluru, KA, India; Remote","['Video', 'API', 'Telecommunications']",,,,https://www.ycombinator.com/companies/dyte
TechBiz,techbiz,https://www.techbiz.app,MIS on mobile for SMB's in India,"SMEs find it hard to derive value from their business data which is stuck inside hard-to-access accounting softwares. We provide them an app-first MIS/Business Intelligence solution to track their business essentials (Debtors, Creditors, Sales, Outstanding etc.) and help make quicker and better decisions.",Winter 2021,Acquired,3,B2B,B2B,"['India', 'South Asia', 'Remote', 'Fully Remote']","New Delhi, DL, India; MH, India; Remote","['SaaS', 'SMB']",,,,https://www.ycombinator.com/companies/techbiz
Verak,verak,http://verak.in,Better Business Insurance for MSMEs in India,"Verak is now part of InsuranceDekho as of April 2023.

Verak offered next day coverage starting at ₹8 per day for MSMEs in India to insure any facility (shop, warehouse, factory etc) against 15+ natural & man-made perils. (*)

Our team worked across the entire insurance value-chain: From satellite based underwriting to machine learning based pricing to instant quotation to WhatsApp based claims.
",Winter 2021,Acquired,45,Fintech,Fintech -> Insurance,"['India', 'South Asia', 'Remote', 'Partly Remote']","Bengaluru, India",['Insurance'],,,,https://www.ycombinator.com/companies/verak
Bueno Finance,bueno-finance,https://buenofinanceinc.com,Building Chime for India,Credit building platform for next billion users. We offer digital credit card over UPI ,Winter 2021,Acquired,18,Fintech,Fintech -> Credit and Lending,"['India', 'South Asia', 'Remote', 'Partly Remote']","Gurugram, HR, India","['Fintech', 'India', 'Neobank']",,,,https://www.ycombinator.com/companies/bueno-finance
FunctionUp (FanPlay),functionup-fanplay,https://www.functionup.org/,A skill-tech platform that runs placement bootcamps,A technical placement bootcamp in the Income Sharing Model. We train top tech talent with 0 upfront fee and place them across our partner companies. Also our program has a deep social impact. We  provide special assistance to women and unemployed youth in India- both economically and socially.,Winter 2021,Acquired,20,Education,Education,"['India', 'South Asia', 'Remote', 'Partly Remote']","Bengaluru, KA, India","['Education', 'Income Share Agreements', 'eLearning']",,,,https://www.ycombinator.com/companies/functionup-fanplay
LotusPay,lotuspay,http://www.lotuspay.com,Recurring payments solution for businesses in India.,"LotusPay was acquired by Juspay in Jan 2024.

LotusPay is the recurring payments solution for businesses in India. We enable our clients to quickly and easily collect payments directly from their user's bank accounts via paperless NACH Debit.

LotusPay is perfect for collecting loan repayments, membership fees, subscription and billing, recurring donations, tuition fees - any kind of regular or irregular payment, be it a fixed amount or variable amount.

LotusPay is backed by Y Combinator.",Summer 2017,Acquired,5,Fintech,Fintech -> Payments,"['India', 'South Asia']","Bengaluru, KA, India","['Fintech', 'Payments', 'India']",,,,https://www.ycombinator.com/companies/lotuspay
Playment,playment,https://playment.io/,Mechanical Turk for enterprises.,"""Computers are incredibly fast, accurate and stupid; humans are incredibly slow, inaccurate and brilliant; together they are powerful beyond imagination.""​

Playment is a fully managed data labeling platform generating training data for computer vision models at scale. We empower companies in the Autonomous Vehicle, Drones, Mapping, and similar spaces with high precision annotation services - No matter how complex. We’re helping companies and research institutions like Drive AI, Starsky Robotics, CYNGN, and UIUC focus on their core areas of development.

Our platform is powered by a trained workforce of 300,000+ users and managed by our human intelligence experts who build your tasks and deliver results with assured quality.

Support Annotation types: Bounding Boxes, Cuboids, Polygons, and Polylines, Point annotations, Segmentation(coming soon) for both image and video data types. Interested to hear more? please check out https://playment.io

Use Cases we worked on: Autonomous vehicles, drones, satellite imagery, precision agriculture, Retail / eCommerce, sports analytics",Winter 2017,Acquired,50,B2B,"B2B -> Engineering, Product and Design","['India', 'South Asia']","Bengaluru, KA, India",['Crowdsourcing'],,,,https://www.ycombinator.com/companies/playment
Supr Daily,supr-daily,http://www.suprdaily.com/,Daily grocery delivery service in India,"Supr Daily is a daily grocery delivery service in India. We use daily milk subscriptions as a railroad to reduce the last-mile delivery costs by 10x. We leverage this as a 'Trojan Cow' to deliver all groceries to your doorstep by 7 am, daily.

At it's peak, we scaled the company to $100M annual revenue run rate with a presence in 6 cities serving 200k+ orders daily. We were part of the Winter 17 batch of Y Combinator and were later acquired by Swiggy.",Winter 2017,Acquired,,Consumer,Consumer -> Food and Beverage,"['India', 'South Asia']","Bengaluru, KA, India","['Grocery', 'Consumer', 'Delivery', 'E-commerce']",,,,https://www.ycombinator.com/companies/supr-daily
Scribe,scribe,http://tryscribe.com/,Scribe is an AI based Sales Development Representative that you can…,"Scribe is an AI-Powered Sales Assistant for your inside sales team, that you can hire in <10 minutes. 

Scribe magically finds the best prospects, writes highly personalized emails, handles objections and schedules demos with pre-qualified leads. To put it into perspective, our customers have been able to get 3X the number of qualified meetings for 50% of the cost, and your SDRs can now focus on only the warmest leads. 

Scribe is backed by Y Combinator and other elite Silicon Valley investors and is fundamentally transforming sales.",Winter 2017,Acquired,15,B2B,B2B -> Sales,"['India', 'South Asia']","Bengaluru, KA, India","['Artificial Intelligence', 'SaaS', 'B2B']",,,,https://www.ycombinator.com/companies/scribe
Innov8,innov8,http://www.innov8.work,"We provide co-working offices to startups, freelancers and SMEs in…","Innov8 Coworking is a Y- Combinator backed workspaces and community startup based in India. We provide Premium workspaces (Managed Private Offices and Coworking Spaces).
Innov8 Coworking is the first of its kind Thought space in India. We encourage community engagement of like-minded individuals from any space, whether they are founders, investors, freelancers, creators or just want to work in a highly productive zone. Innov8 boasts of the most premium work culture, ergonomically and innovatively
We currently have centres across India - Delhi, Noida, Gurgaon, Mumbai, Bangalore and Chandigarh.",Summer 2016,Acquired,100,Real Estate and Construction,Real Estate and Construction -> Housing and Real Estate,"['India', 'South Asia', 'Remote', 'Partly Remote']","New Delhi, DL, India",['India'],,,,https://www.ycombinator.com/companies/innov8
yBANQ,ybanq,https://ybanq.com,yBANQ is building a Bill.com for India to simplify collections and…,"We are building a collections and reconciliation platform for MSME's in India. In India, reconciliation is largely manual and error prone due requiring manual matching of bank statements with Invoices. In my last role, I used to head product for PayU, India #1 Fintech firm. I would love to connect with other Fintech founders building solving similar problems and in the neobanking space

",Winter 2020,Acquired,9,Fintech,Fintech -> Payments,"['India', 'South Asia']","Bengaluru, KA, India","['Fintech', 'B2B']",,,,https://www.ycombinator.com/companies/ybanq
Pay Swifter,pay-swifter,https://payswifter.com,Stripe for Cannabis,"Swifter offers a suite of payments solutions, including ACH, tailored to the unique needs of the cannabis industry. Standalone dispensary, MSO, or a marketplace, use Swifter's software and APIs to accept payments, send payouts, and supercharge your growth. 
",Winter 2020,Acquired,6,Fintech,Fintech -> Banking and Exchange,"['India', 'South Asia', 'Remote', 'Partly Remote']","Bengaluru, KA, India","['Fintech', 'B2B', 'Retail']",,,,https://www.ycombinator.com/companies/pay-swifter
Able,able,https://ablejobs.co/,India's Largest Placement Platform for Early Professionals,"Able is a career app for pre and early professionals. Professionals can build their profiles, apply for jobs, prepare for interviews and get upskilled with our training programs.",Winter 2020,Acquired,50,Consumer,Consumer -> Job and Career Services,"['India', 'South Asia']","Bengaluru, KA, India","['Consumer', 'India', 'Edtech']",,,,https://www.ycombinator.com/companies/able
MyPetrolPump,mypetrolpump,https://mypetrolpump.com/,On demand fuel delivery service in India,"Why did we pick this idea to work on? 
India is a country with 200 mln vehicles (about the same number as USA) but one third the number of gas stations(60K) as compare to USA(160K), The consequence of odd number of fuel stations is long queues of vehicles at the gas stations to fill up, heavily congested Indian roads make it worse. Opening of 100K new fuel stations is practically & economically impossible in urban localities due to rocketing high land prices. And that's how the idea of mobile refueling was conceptualized by founders. Literally ""bringing the gas stations to doorsteps"". The problem of buying fuel is much more alarming in large volume consumer segments such as Vehicle fleet users like schools, cab rentals, freight logistics operators , tours and travels operators, hospitals, hotels, real estate etc who burn huge amount of dead mileage & loss of productivity while sending all fleet vehicles to gas stations to fill up. Additionally, India has a unique problem of Electricity blackouts. Current avg. is less than 18 hours of a day of electricity in Indian metro cities, which causes more than 20 mln household and commercial buildings running on backup generators which require Diesel. They cant bring the generators to gas stations either therefore they buy Diesel in jerry cans or barrels and transport unsafely. Our solution is solving the desperate & daily need of Indian consumers along with convenience.

Do we have domain expertise in this area? 
Founder is ex veteran of Shell with 9 years of global experience, has complete understanding Oil marketing business.

How do you know people need what you're making? 
We have over 5000 registred large volume customers who are waiting to be served. With our limited number of refueling vehicles ,we could serve max 1200 customers currently. We got all these customers without spending a penny in marketing and promotion. Zero sales efforts. Additionally, we have received over 400 franchisee requests across India where people want to offer mobile refueling service their town validating the demand.",Summer 2019,Acquired,42,B2B,B2B -> Supply Chain and Logistics,"['India', 'South Asia']","Bengaluru, KA, India","['Logistics', 'India']",,,,https://www.ycombinator.com/companies/mypetrolpump
Chaos Genius,chaos-genius,http://www.chaosgenius.io,DataOps Observability Platform for Snowflake,Chaos Genius is a DataOps Observability platform for Snowflake. Enable Snowflake Observability to reduce Snowflake costs and optimize query performance.,Winter 2020,Acquired,10,B2B,B2B -> Analytics,"['India', 'United States of America', 'South Asia', 'America / Canada', 'Remote', 'Fully Remote']","Bengaluru, India; San Francisco, CA, USA; Remote","['Cloud Workload Protection', 'Machine Learning', 'Analytics', 'Open Source', 'Data Engineering']",,,,https://www.ycombinator.com/companies/chaos-genius
